,LGA,repDS,hh_itn,ci_l,ci_u,Number.of.Participants,X2010,kill_rate,simday
559,Egbedore,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.55412471,0.577390417,152
560,Ejigbo,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.512290185,0.547457243,152
561,Ife Central,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.478210789,0.521816778,152
562,Ife East,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.486576865,0.528205692,152
563,Ife North,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.50121937,0.5392425,152
564,Ife South,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.521358613,0.554098415,152
565,Ila,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.524169005,0.556140032,152
566,Ilesha East,Owan East,0.15109558,0.006229804,0.295961357,1840,0.488886409,0.529959024,152
567,Ilesha West,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.498701498,0.537358283,152
568,Irepodun2,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.524470729,0.556358748,152
569,Irewole,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.492604415,0.532771919,152
570,Isokan,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.498299247,0.537056729,152
571,Iwo,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.484846339,0.526888948,152
572,Osogbo,Owan East,0.15109558,0.006229804,0.295961357,1840,0.562835991,0.583387202,152
573,Obokun,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.561811673,0.582686493,152
574,Odo-Otin,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.507033348,0.543570968,152
575,Ola-oluwa,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.487681476,0.529044849,152
576,Olorunda,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.495942116,0.535286731,152
577,Oriade,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.528974676,0.559612604,152
578,Ibadan South East,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.396084756,0.456561781,152
579,Afijio,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.454538244,0.50344017,152
580,Akinyele,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.390673279,0.452143044,152
581,Atiba,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.423306768,0.478615103,152
582,Egbeda,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.385578786,0.447974718,152
583,Ibadan North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.406303346,0.464877145,152
584,Ibadan North East,Owan East,0.15109558,0.006229804,0.295961357,1840,0.399636269,0.459456284,152
585,Ibadan North West,Owan East,0.15109558,0.006229804,0.295961357,1840,0.425796211,0.48061466,152
586,Ibarapa Central,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.300659218,0.378080607,152
587,Ibarapa East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.316172861,0.390819702,152
588,Ibarapa North,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.315555727,0.390311983,152
589,Ido,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.339040014,0.40966604,152
590,Irepo,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.237409186,0.327070963,152
591,Ogo Oluwa,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.443849464,0.495011435,152
592,Olorunsogo,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.345993103,0.415402533,152
593,Oluyole,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.354989044,0.42282246,152
594,Ona-Ara,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.397664948,0.457850205,152
595,Orelope,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.245226901,0.333263704,152
596,Ori Ire,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.38246827,0.445426041,152
597,Oyo West,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.452162226,0.50157314,152
598,Saki East,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.260220574,0.345242897,152
599,Saki West,Akinyele,0.017606621,0.00896343,0.026249813,2762,0.306056741,0.382506565,152
600,Surulere2,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.488694363,0.529813404,152
601,Barikin Ladi,Soba,0.370476429,0.250720431,0.490232428,1039,0.543614673,0.570043632,152
602,Bassa2,Soba,0.370476429,0.250720431,0.490232428,1039,0.653108849,0.640221819,152
603,Bokkos,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.515725938,0.549982869,152
604,Jos East,Soba,0.370476429,0.250720431,0.490232428,1039,0.640482978,0.63287793,152
605,Jos North,Soba,0.370476429,0.250720431,0.490232428,1039,0.722044895,0.676756801,152
606,Jos South,Soba,0.370476429,0.250720431,0.490232428,1039,0.657995554,0.643010046,152
607,Kanam,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.753520352,0.691458436,152
608,Kanke,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.786639744,0.705634227,152
609,Langtang North,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.66230602,0.645444349,152
610,Langtang South,Keana,0.071524932,0.039302292,0.103747573,1810,0.751536778,0.690567772,152
611,Mangu,Darazo,0.391079407,0.281666828,0.500491987,1994,0.611426381,0.615217119,152
612,Mikang,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.634553323,0.629359542,152
613,Abua/Odual,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.326570901,0.399382907,152
614,Pankshin,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.715112495,0.673353955,152
615,Qua'an Pan,Keana,0.071524932,0.039302292,0.103747573,1810,0.731164976,0.681142299,152
616,Riyom,Soba,0.370476429,0.250720431,0.490232428,1039,0.687242098,0.6590638,152
617,Shendam,Keana,0.071524932,0.039302292,0.103747573,1810,0.705448049,0.668509559,152
618,Wase,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.744430875,0.687337812,152
619,Ahoada East,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.306768295,0.383090578,152
620,Ahoada West,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.248099964,0.335549098,152
621,Andoni,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.411069612,0.468741375,152
622,Asari-Toru,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.419448262,0.47550962,152
623,Bonny,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.452170044,0.50157929,152
624,Eleme,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.565338701,0.585094239,152
625,Emohua,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.448809061,0.49893178,152
626,Etche,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.59313883,0.603567746,152
627,Gokana,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.638079536,0.631457167,152
628,Ikwerre,Oru West,0.293760221,0.189931646,0.397588797,795,0.539085961,0.566841081,152
629,Khana,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.531586202,0.561489766,152
630,Obia/Akpor,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.501796153,0.539673312,152
631,Ogba/Egbema/Ndoni,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.432653838,0.486105548,152
632,Ogu/Bolo,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.656688559,0.642267274,152
633,Okrika,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.537167151,0.565477579,152
634,Omumma,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.661735343,0.645123418,152
635,Opobo/Nkoro,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.369053041,0.434407409,152
636,Oyigbo,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.643050154,0.634387444,152
637,Port-Harcourt,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.495086742,0.534643188,152
638,Tai,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.670651146,0.650090158,152
639,Binji,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.793398705,0.708368841,152
640,Bodinga,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.814643245,0.716624839,152
641,Dange-Shnsi,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.779672429,0.702759793,152
642,Akuku Toru,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.417486967,0.473928259,152
643,Goronyo,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.791886473,0.707761585,152
644,Gawabawa,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.809627525,0.714721512,152
645,Illela,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.812766916,0.715916109,152
646,Isa,Rimi,0.059920907,0.034208814,0.085633,828,0.822521085,0.719557945,152
647,Kebbe,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.664089459,0.646444636,152
648,Kware,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.817631245,0.717745406,152
649,Rabah,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.786024059,0.705382499,152
650,Shagari,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.750502012,0.690101247,152
651,Mubi South,Darazo,0.391079407,0.281666828,0.500491987,1994,0.820067387,0.71865171,152
652,Silame,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.763676855,0.695944461,152
653,Sokoto North,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.794293702,0.708727,152
654,Sokoto South,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.816505591,0.717324421,152
655,Tambuwal,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.739433431,0.685029289,152
656,Tureta,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.757094543,0.693051294,152
657,Wamako,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.795934403,0.709381188,152
658,Wurno,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.780573081,0.703134557,152
659,Yabo,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.762247693,0.695320714,152
660,Ardo-Kola,Keana,0.071524932,0.039302292,0.103747573,1810,0.67999038,0.655184512,152
661,Gassol,Keana,0.071524932,0.039302292,0.103747573,1810,0.672351037,0.651025659,152
662,Bali,Keana,0.071524932,0.039302292,0.103747573,1810,0.760888102,0.694725058,152
663,Donga,Keana,0.071524932,0.039302292,0.103747573,1810,0.736446468,0.683634847,152
664,Ibi,Keana,0.071524932,0.039302292,0.103747573,1810,0.677599468,0.65389087,152
665,Jalingo,Keana,0.071524932,0.039302292,0.103747573,1810,0.684007728,0.657341825,152
666,Yorro,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.763308226,0.69578381,152
667,Potiskum,Darazo,0.391079407,0.281666828,0.500491987,1994,0.830135173,0.722328226,152
668,Karin-Lamido,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.654713111,0.641140506,152
669,Lau,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.609545155,0.614037584,152
670,Wukari,Keana,0.071524932,0.039302292,0.103747573,1810,0.687256351,0.659071359,152
671,Zing,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.821553105,0.719201226,152
672,Bade,Taura,0.505273595,0.405472957,0.605074232,1417,0.846509196,0.728074634,152
673,Nguru,Taura,0.505273595,0.405472957,0.605074232,1417,0.821770997,0.719281613,152
674,Bursari,Taura,0.505273595,0.405472957,0.605074232,1417,0.8624894,0.733412045,152
675,Damaturu,Darazo,0.391079407,0.281666828,0.500491987,1994,0.854010386,0.730612828,152
676,Fika,Darazo,0.391079407,0.281666828,0.500491987,1994,0.835844231,0.724364245,152
677,Gujba,Darazo,0.391079407,0.281666828,0.500491987,1994,0.83603759,0.72443259,152
678,Fune,Darazo,0.391079407,0.281666828,0.500491987,1994,0.834808703,0.723997543,152
679,Gulani,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.802488266,0.711963702,152
680,Geidam,Babura,0.283283314,0.107488875,0.459077753,800,0.897557302,0.744229657,152
681,Nangere,Darazo,0.391079407,0.281666828,0.500491987,1994,0.836130746,0.724465503,152
682,Jakusko,Taura,0.505273595,0.405472957,0.605074232,1417,0.837113122,0.724812023,152
683,Karasuwa,Taura,0.505273595,0.405472957,0.605074232,1417,0.854257053,0.730695303,152
684,Tarmua,Rimi,0.059920907,0.034208814,0.085633,828,0.894395675,0.743303076,152
685,Anka,Darazo,0.391079407,0.281666828,0.500491987,1994,0.722861437,0.67715366,152
686,Bakura,Darazo,0.391079407,0.281666828,0.500491987,1994,0.736564736,0.683690268,152
687,Birnin Magaji,Rimi,0.059920907,0.034208814,0.085633,828,0.827298091,0.721303361,152
688,Bukkuyum,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.717342899,0.674455328,152
689,Bungudu,Takali,0.362970189,0.187005512,0.538934865,1208,0.810426205,0.71502647,152
690,Gummi,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.710752167,0.671182822,152
691,Ipokia,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.310044077,0.385780697,152
692,Gusau,Darazo,0.391079407,0.281666828,0.500491987,1994,0.767441216,0.697575697,152
693,Kaura-Namoda,Rimi,0.059920907,0.034208814,0.085633,828,0.849562703,0.729114918,152
694,Maradun,Darazo,0.391079407,0.281666828,0.500491987,1994,0.784048389,0.704571751,152
695,Tsafe,Takali,0.362970189,0.187005512,0.538934865,1208,0.761637371,0.695053598,152
696,Maru,Giwa,0.128304457,-0.046796722,0.303405637,1132,0.666981164,0.648057939,152
697,Shinkafi,Rimi,0.059920907,0.034208814,0.085633,828,0.821606125,0.719220791,152
698,Talata Mafara,Darazo,0.391079407,0.281666828,0.500491987,1994,0.763086665,0.695687174,152
699,Zurmi,Rimi,0.059920907,0.034208814,0.085633,828,0.829966743,0.722267625,152
700,Mbo,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.624726276,0.623431518,152
701,Oron,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.682483196,0.656525564,152
702,Udung Uko,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.559527442,0.581119644,152
703,Calabar South,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.730120606,0.680645336,152
704,Ibeno,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.570389397,0.588517426,152
705,Eastern Obolo,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.424051845,0.479213899,152
706,Degema,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.397008825,0.457315336,152
707,Brass,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.445079865,0.495985493,152
708,Southern Ijaw,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.403527006,0.462621881,152
709,Ekeremor,Ahoada West,0.231555069,0.118336231,0.344773907,778,0.36662663,0.432410656,152
710,Burutu,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.255959489,0.341825666,152
711,Warri South West,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.175167028,0.279397298,152
712,Warri North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.165456218,0.272265425,152
713,Ilaje,Owan East,0.15109558,0.006229804,0.295961357,1840,0.246903139,0.334596473,152
714,Ibeju/Lekki,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.388788103,0.450601494,152
715,Amuwo-Odofin,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.379487276,0.442981113,152
716,Badagry,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.300162386,0.377673591,152
717,Egbado North,Owan East,0.15109558,0.006229804,0.295961357,1840,0.290880854,0.370083362,152
718,Imeko-Afon,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.312613984,0.387892752,152
719,Iwajowa,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.321530489,0.395230051,152
720,Atigbo,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.325183476,0.398239489,152
721,Baruten,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.180078073,0.283038582,152
722,Borgu,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.191233851,0.291392896,152
723,Bagudo,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.368569544,0.434009606,152
724,Dandi,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.524034182,0.556042271,152
725,Arewa-Dandi,Birnin Kebbi,0.518213667,0.319403378,0.717023956,849,0.749125399,0.689478583,152
726,Gudu,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.804976477,0.712931392,152
727,Tangaza,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.766095969,0.696994695,152
728,Gada,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.807166329,0.713777265,152
729,Sabon Birni,Gawabawa,0.455825341,0.140478508,0.771172173,643,0.807978606,0.71408965,152
730,kaita,Rimi,0.059920907,0.034208814,0.085633,828,0.800211232,0.711071993,152
731,Jibia,Rimi,0.059920907,0.034208814,0.085633,828,0.795459867,0.709192296,152
732,Mashi,Rimi,0.059920907,0.034208814,0.085633,828,0.797774462,0.710111197,152
733,Mai'Adua,Rimi,0.059920907,0.034208814,0.085633,828,0.793773746,0.708519037,152
734,Zango,Babura,0.283283314,0.107488875,0.459077753,800,0.797085484,0.709838311,152
735,Baure,Babura,0.283283314,0.107488875,0.459077753,800,0.809378941,0.714626451,152
736,Sule-Tankarkar,Babura,0.283283314,0.107488875,0.459077753,800,0.825938065,0.72080897,152
737,Maigatari,Babura,0.283283314,0.107488875,0.459077753,800,0.849211337,0.728995708,152
738,Ussa,Oru West,0.293760221,0.189931646,0.397588797,795,0.698715732,0.665065455,152
739,Machina,Taura,0.505273595,0.405472957,0.605074232,1417,0.866882607,0.734833649,152
740,Yusufari,Taura,0.505273595,0.405472957,0.605074232,1417,0.859935379,0.732576603,152
741,Shomolu,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.391468011,0.452792582,152
742,Yunusari,Babura,0.283283314,0.107488875,0.459077753,800,0.876294018,0.737814087,152
743,Monguno,Babura,0.283283314,0.107488875,0.459077753,800,0.8284806,0.72173159,152
744,Mobbar,Babura,0.283283314,0.107488875,0.459077753,800,0.880030843,0.7389732,152
745,Ngala,Taura,0.505273595,0.405472957,0.605074232,1417,0.779586268,0.702723891,152
746,Abadam,Babura,0.283283314,0.107488875,0.459077753,800,0.725686066,0.678520095,152
747,Kukawa,Babura,0.283283314,0.107488875,0.459077753,800,0.715801159,0.673694681,152
748,Kala/Balge,Darazo,0.391079407,0.281666828,0.500491987,1994,0.793847309,0.708548478,152
749,Bama,Darazo,0.391079407,0.281666828,0.500491987,1994,0.84785796,0.728535338,152
750,Gwoza,Darazo,0.391079407,0.281666828,0.500491987,1994,0.814412315,0.716537823,152
751,Madagali,Darazo,0.391079407,0.281666828,0.500491987,1994,0.82635036,0.720959058,152
752,Michika,Darazo,0.391079407,0.281666828,0.500491987,1994,0.791568639,0.70763362,152
753,Mubi North,Darazo,0.391079407,0.281666828,0.500491987,1994,0.781123417,0.703363087,152
754,Maiha,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.791366743,0.707552273,152
755,Fufore,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.801692823,0.711652868,152
756,Jada,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.78167837,0.703593174,152
757,Ganaye,Alkaleri,0.385507228,0.23646506,0.534549397,1275,0.675649716,0.65283055,152
758,Toungo,Keana,0.071524932,0.039302292,0.103747573,1810,0.67973984,0.655049294,152
759,Kurmi,Oru West,0.293760221,0.189931646,0.397588797,795,0.764540595,0.696320248,152
760,Gashaka,Oru West,0.293760221,0.189931646,0.397588797,795,0.700162371,0.665810347,152
761,Sardauna,Oru West,0.293760221,0.189931646,0.397588797,795,0.612710103,0.616019518,152
762,Takum,Keana,0.071524932,0.039302292,0.103747573,1810,0.707781092,0.669689766,152
763,Kwande,Oke-Ero,0.203391656,0.100538296,0.306245016,2881,0.73133068,0.681221025,152
764,Obanliku,Obubra,0.206114968,0.151855269,0.260374668,950,0.744786309,0.687500836,152
765,Boki,Obubra,0.206114968,0.151855269,0.260374668,950,0.732484623,0.681768323,152
766,Etung,Obubra,0.206114968,0.151855269,0.260374668,950,0.737605408,0.684177193,152
767,Akamkpa,Ngor-Okpala,0.087886779,0.027946684,0.147826873,1379,0.753474267,0.691437797,152
768,Bakassi,Obubra,0.206114968,0.151855269,0.260374668,950,0.559803963,0.581309634,152
769,Akpabuyo,Nsit Ubium,0.316267943,0.244568536,0.38796735,1043,0.762372749,0.695375392,152
770,Eti-Osa,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.420496622,0.476354122,152
771,Ikorodu,Uzo-Uwani,0.087547525,0.029334125,0.145760926,2035,0.397525994,0.457736943,152
772,Kosofe,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.381139863,0.444336795,152
773,Lagos Island,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.426447451,0.481137207,152
774,Lagos Mainland,Isoko South,0.090988503,0.052664687,0.129312319,1031,0.418865353,0.475039825,152
