"","X.1","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","mortality","llins_plan","kill_rate","block_initial","simday"
"947",947,947,"Ojo","Isoko South",2020,"Ojo",0.8,0.8,0.8,0.8,1,"june",0.435361631,"PBO(2021)",0.7430691,0.65,162
"9471",947,947,"Ojo","Isoko South",2023,"Ojo",0.8,0.8,0.8,0.8,2,"june",0.435361631,"PBO(2021)",0.7430691,0.65,1257
"9472",947,947,"Ojo","Isoko South",2026,"Ojo",0.8,0.8,0.8,0.8,3,"june",0.435361631,"PBO(2021)",0.7430691,0.65,2352
"9473",947,947,"Ojo","Isoko South",2029,"Ojo",0.8,0.8,0.8,0.8,4,"june",0.435361631,"PBO(2021)",0.7430691,0.65,3447
"235",235,235,"Oju","Oke-Ero",2020,"Oju",0.8,0.8,0.8,0.8,1,"july",0.409720848,"Standard 2020",0.467648858,0.53,186
"2351",235,235,"Oju","Oke-Ero",2023,"Oju",0.8,0.8,0.8,0.8,2,"july",0.409720848,"Standard 2020",0.467648858,0.53,1281
"2352",235,235,"Oju","Oke-Ero",2026,"Oju",0.8,0.8,0.8,0.8,3,"july",0.409720848,"Standard 2020",0.467648858,0.53,2376
"2353",235,235,"Oju","Oke-Ero",2029,"Oju",0.8,0.8,0.8,0.8,4,"july",0.409720848,"Standard 2020",0.467648858,0.53,3471
"921",921,921,"Oke-Ero","Oke-Ero",2020,"Oke-Ero",0.8,0.8,0.8,0.8,1,"july",0.328086235,"NewGen(2021)",0.9,0.61,186
"9211",921,921,"Oke-Ero","Oke-Ero",2023,"Oke-Ero",0.8,0.8,0.8,0.8,2,"july",0.328086235,"NewGen(2021)",0.9,0.61,1281
"9212",921,921,"Oke-Ero","Oke-Ero",2026,"Oke-Ero",0.8,0.8,0.8,0.8,3,"july",0.328086235,"NewGen(2021)",0.9,0.61,2376
"9213",921,921,"Oke-Ero","Oke-Ero",2029,"Oke-Ero",0.8,0.8,0.8,0.8,4,"july",0.328086235,"NewGen(2021)",0.9,0.61,3471
"891",891,891,"Okehi","Owan East",2020,"Okehi",0.8,0.8,0.8,0.8,1,"march",0.293031638,"PBO(2021)",0.722340278,0.65,70
"8911",891,891,"Okehi","Owan East",2023,"Okehi",0.8,0.8,0.8,0.8,2,"march",0.293031638,"PBO(2021)",0.722340278,0.65,1165
"8912",891,891,"Okehi","Owan East",2026,"Okehi",0.8,0.8,0.8,0.8,3,"march",0.293031638,"PBO(2021)",0.722340278,0.65,2260
"8913",891,891,"Okehi","Owan East",2029,"Okehi",0.8,0.8,0.8,0.8,4,"march",0.293031638,"PBO(2021)",0.722340278,0.65,3355
"893",893,893,"Okene","Owan East",2020,"Okene",0.8,0.8,0.8,0.8,1,"march",0.275677686,"PBO(2021)",0.717045537,0.65,70
"8931",893,893,"Okene","Owan East",2023,"Okene",0.8,0.8,0.8,0.8,2,"march",0.275677686,"PBO(2021)",0.717045537,0.65,1165
"8932",893,893,"Okene","Owan East",2026,"Okene",0.8,0.8,0.8,0.8,3,"march",0.275677686,"PBO(2021)",0.717045537,0.65,2260
"8933",893,893,"Okene","Owan East",2029,"Okene",0.8,0.8,0.8,0.8,4,"march",0.275677686,"PBO(2021)",0.717045537,0.65,3355
"563",563,563,"Okigwe","Ngor-Okpala",2020,"Okigwe",0.8,0.8,0.8,0.8,1,"june",0.46132433,"PBO(2021)",0.744688974,0.65,162
"5631",563,563,"Okigwe","Ngor-Okpala",2023,"Okigwe",0.8,0.8,0.8,0.8,2,"june",0.46132433,"PBO(2021)",0.744688974,0.65,1257
"5632",563,563,"Okigwe","Ngor-Okpala",2026,"Okigwe",0.8,0.8,0.8,0.8,3,"june",0.46132433,"PBO(2021)",0.744688974,0.65,2352
"5633",563,563,"Okigwe","Ngor-Okpala",2029,"Okigwe",0.8,0.8,0.8,0.8,4,"june",0.46132433,"PBO(2021)",0.744688974,0.65,3447
"1089",1089,1089,"Okitipupa","Owan East",2020,"Okitipupa",0.8,0.8,0.8,0.8,1,"march",0.400233097,"PBO(2021)",0.740214885,0.65,70
"10891",1089,1089,"Okitipupa","Owan East",2023,"Okitipupa",0.8,0.8,0.8,0.8,2,"march",0.400233097,"PBO(2021)",0.740214885,0.65,1165
"10892",1089,1089,"Okitipupa","Owan East",2026,"Okitipupa",0.8,0.8,0.8,0.8,3,"march",0.400233097,"PBO(2021)",0.740214885,0.65,2260
"10893",1089,1089,"Okitipupa","Owan East",2029,"Okitipupa",0.8,0.8,0.8,0.8,4,"march",0.400233097,"PBO(2021)",0.740214885,0.65,3355
"101",101,101,"Okobo","Nsit Ubium",2021,"Okobo",0.8,0.8,0.8,0.8,1,"june",0.269257198,"Standard 2020",0.352520839,0.53,527
"1012",101,101,"Okobo","Nsit Ubium",2024,"Okobo",0.8,0.8,0.8,0.8,2,"june",0.269257198,"Standard 2020",0.352520839,0.53,1622
"1014",101,101,"Okobo","Nsit Ubium",2027,"Okobo",0.8,0.8,0.8,0.8,3,"june",0.269257198,"Standard 2020",0.352520839,0.53,2717
"1016",101,101,"Okobo","Nsit Ubium",2030,"Okobo",0.8,0.8,0.8,0.8,4,"june",0.269257198,"Standard 2020",0.352520839,0.53,3812
"341",341,341,"Okpe","Isoko South",2022,"Okpe",0.8,0.8,0.8,0.8,1,"june",0.176806986,"PBO(2021)",0.654016831,0.65,892
"3411",341,341,"Okpe","Isoko South",2025,"Okpe",0.8,0.8,0.8,0.8,2,"june",0.176806986,"PBO(2021)",0.654016831,0.65,1987
"3412",341,341,"Okpe","Isoko South",2028,"Okpe",0.8,0.8,0.8,0.8,3,"june",0.176806986,"PBO(2021)",0.654016831,0.65,3082
"237",237,237,"Okpokwu","Akinyele",2020,"Okpokwu",0.8,0.8,0.8,0.8,1,"may",0.347201019,"Standard 2020",0.416399046,0.53,131
"2371",237,237,"Okpokwu","Akinyele",2023,"Okpokwu",0.8,0.8,0.8,0.8,2,"may",0.347201019,"Standard 2020",0.416399046,0.53,1226
"2372",237,237,"Okpokwu","Akinyele",2026,"Okpokwu",0.8,0.8,0.8,0.8,3,"may",0.347201019,"Standard 2020",0.416399046,0.53,2321
"2373",237,237,"Okpokwu","Akinyele",2029,"Okpokwu",0.8,0.8,0.8,0.8,4,"may",0.347201019,"Standard 2020",0.416399046,0.53,3416
"1265",1265,1265,"Okrika","Nsit Ubium",2020,"Okrika",0.8,0.8,0.8,0.8,1,"june",0.2595175,"PBO(2021)",0.711085056,0.65,162
"12651",1265,1265,"Okrika","Nsit Ubium",2023,"Okrika",0.8,0.8,0.8,0.8,2,"june",0.2595175,"PBO(2021)",0.711085056,0.65,1257
"12652",1265,1265,"Okrika","Nsit Ubium",2026,"Okrika",0.8,0.8,0.8,0.8,3,"june",0.2595175,"PBO(2021)",0.711085056,0.65,2352
"12653",1265,1265,"Okrika","Nsit Ubium",2029,"Okrika",0.8,0.8,0.8,0.8,4,"june",0.2595175,"PBO(2021)",0.711085056,0.65,3447
"1149",1149,1149,"Ola-oluwa","Akinyele",2020,"Ola-oluwa",0.8,0.8,0.8,0.8,1,"may",0.43559805,"PBO(2021)",0.743085504,0.65,131
"11491",1149,1149,"Ola-oluwa","Akinyele",2023,"Ola-oluwa",0.8,0.8,0.8,0.8,2,"may",0.43559805,"PBO(2021)",0.743085504,0.65,1226
"11492",1149,1149,"Ola-oluwa","Akinyele",2026,"Ola-oluwa",0.8,0.8,0.8,0.8,3,"may",0.43559805,"PBO(2021)",0.743085504,0.65,2321
"11493",1149,1149,"Ola-oluwa","Akinyele",2029,"Ola-oluwa",0.8,0.8,0.8,0.8,4,"may",0.43559805,"PBO(2021)",0.743085504,0.65,3416
"895",895,895,"Olamabolo","Owan East",2020,"Olamabolo",0.8,0.8,0.8,0.8,1,"march",0.317039805,"PBO(2021)",0.728185686,0.65,70
"8951",895,895,"Olamabolo","Owan East",2023,"Olamabolo",0.8,0.8,0.8,0.8,2,"march",0.317039805,"PBO(2021)",0.728185686,0.65,1165
"8952",895,895,"Olamabolo","Owan East",2026,"Olamabolo",0.8,0.8,0.8,0.8,3,"march",0.317039805,"PBO(2021)",0.728185686,0.65,2260
"8953",895,895,"Olamabolo","Owan East",2029,"Olamabolo",0.8,0.8,0.8,0.8,4,"march",0.317039805,"PBO(2021)",0.728185686,0.65,3355
"1151",1151,1151,"Olorunda","Akinyele",2020,"Olorunda",0.8,0.8,0.8,0.8,1,"may",0.431272633,"PBO(2021)",0.742780083,0.65,131
"11511",1151,1151,"Olorunda","Akinyele",2023,"Olorunda",0.8,0.8,0.8,0.8,2,"may",0.431272633,"PBO(2021)",0.742780083,0.65,1226
"11512",1151,1151,"Olorunda","Akinyele",2026,"Olorunda",0.8,0.8,0.8,0.8,3,"may",0.431272633,"PBO(2021)",0.742780083,0.65,2321
"11513",1151,1151,"Olorunda","Akinyele",2029,"Olorunda",0.8,0.8,0.8,0.8,4,"may",0.431272633,"PBO(2021)",0.742780083,0.65,3416
"1183",1183,1183,"Olorunsogo","Oke-Ero",2020,"Olorunsogo",0.8,0.8,0.8,0.8,1,"july",0.414397427,"Dual Al+PBO 2020",0.741472937,0.65,186
"11831",1183,1183,"Olorunsogo","Oke-Ero",2023,"Olorunsogo",0.8,0.8,0.8,0.8,2,"july",0.414397427,"Dual Al+PBO 2020",0.741472937,0.65,1281
"11832",1183,1183,"Olorunsogo","Oke-Ero",2026,"Olorunsogo",0.8,0.8,0.8,0.8,3,"july",0.414397427,"Dual Al+PBO 2020",0.741472937,0.65,2376
"11833",1183,1183,"Olorunsogo","Oke-Ero",2029,"Olorunsogo",0.8,0.8,0.8,0.8,4,"july",0.414397427,"Dual Al+PBO 2020",0.741472937,0.65,3471
"1185",1185,1185,"Oluyole","Oke-Ero",2020,"Oluyole",0.8,0.8,0.8,0.8,1,"july",0.288412035,"Dual Al+PBO 2020",0.721029342,0.65,186
"11851",1185,1185,"Oluyole","Oke-Ero",2023,"Oluyole",0.8,0.8,0.8,0.8,2,"july",0.288412035,"Dual Al+PBO 2020",0.721029342,0.65,1281
"11852",1185,1185,"Oluyole","Oke-Ero",2026,"Oluyole",0.8,0.8,0.8,0.8,3,"july",0.288412035,"Dual Al+PBO 2020",0.721029342,0.65,2376
"11853",1185,1185,"Oluyole","Oke-Ero",2029,"Oluyole",0.8,0.8,0.8,0.8,4,"july",0.288412035,"Dual Al+PBO 2020",0.721029342,0.65,3471
"897",897,897,"Omala","Keana",2020,"Omala",0.8,0.8,0.8,0.8,1,"august",0.455368605,"PBO(2021)",0.74434768,0.65,223
"8971",897,897,"Omala","Keana",2023,"Omala",0.8,0.8,0.8,0.8,2,"august",0.455368605,"PBO(2021)",0.74434768,0.65,1318
"8972",897,897,"Omala","Keana",2026,"Omala",0.8,0.8,0.8,0.8,3,"august",0.455368605,"PBO(2021)",0.74434768,0.65,2413
"8973",897,897,"Omala","Keana",2029,"Omala",0.8,0.8,0.8,0.8,4,"august",0.455368605,"PBO(2021)",0.74434768,0.65,3508
"1267",1267,1267,"Omumma","Ngor-Okpala",2020,"Omumma",0.8,0.8,0.8,0.8,1,"june",0.307313641,"PBO(2021)",0.725997989,0.65,162
"12671",1267,1267,"Omumma","Ngor-Okpala",2023,"Omumma",0.8,0.8,0.8,0.8,2,"june",0.307313641,"PBO(2021)",0.725997989,0.65,1257
"12672",1267,1267,"Omumma","Ngor-Okpala",2026,"Omumma",0.8,0.8,0.8,0.8,3,"june",0.307313641,"PBO(2021)",0.725997989,0.65,2352
"12673",1267,1267,"Omumma","Ngor-Okpala",2029,"Omumma",0.8,0.8,0.8,0.8,4,"june",0.307313641,"PBO(2021)",0.725997989,0.65,3447
"1187",1187,1187,"Ona-Ara","Akinyele",2020,"Ona-Ara",0.8,0.8,0.8,0.8,1,"may",0.28722207,"Dual Al+PBO 2020",0.720680649,0.65,131
"11871",1187,1187,"Ona-Ara","Akinyele",2023,"Ona-Ara",0.8,0.8,0.8,0.8,2,"may",0.28722207,"Dual Al+PBO 2020",0.720680649,0.65,1226
"11872",1187,1187,"Ona-Ara","Akinyele",2026,"Ona-Ara",0.8,0.8,0.8,0.8,3,"may",0.28722207,"Dual Al+PBO 2020",0.720680649,0.65,2321
"11873",1187,1187,"Ona-Ara","Akinyele",2029,"Ona-Ara",0.8,0.8,0.8,0.8,4,"may",0.28722207,"Dual Al+PBO 2020",0.720680649,0.65,3416
"1091",1091,1091,"Ondo East","Akinyele",2020,"Ondo East",0.8,0.8,0.8,0.8,1,"may",0.359070133,"PBO(2021)",0.735470693,0.65,131
"10911",1091,1091,"Ondo East","Akinyele",2023,"Ondo East",0.8,0.8,0.8,0.8,2,"may",0.359070133,"PBO(2021)",0.735470693,0.65,1226
"10912",1091,1091,"Ondo East","Akinyele",2026,"Ondo East",0.8,0.8,0.8,0.8,3,"may",0.359070133,"PBO(2021)",0.735470693,0.65,2321
"10913",1091,1091,"Ondo East","Akinyele",2029,"Ondo East",0.8,0.8,0.8,0.8,4,"may",0.359070133,"PBO(2021)",0.735470693,0.65,3416
"1093",1093,1093,"Ondo West","Akinyele",2020,"Ondo West",0.8,0.8,0.8,0.8,1,"may",0.391888362,"PBO(2021)",0.739394724,0.65,131
"10931",1093,1093,"Ondo West","Akinyele",2023,"Ondo West",0.8,0.8,0.8,0.8,2,"may",0.391888362,"PBO(2021)",0.739394724,0.65,1226
"10932",1093,1093,"Ondo West","Akinyele",2026,"Ondo West",0.8,0.8,0.8,0.8,3,"may",0.391888362,"PBO(2021)",0.739394724,0.65,2321
"10933",1093,1093,"Ondo West","Akinyele",2029,"Ondo West",0.8,0.8,0.8,0.8,4,"may",0.391888362,"PBO(2021)",0.739394724,0.65,3416
"387",387,387,"Onicha","Obubra",2020,"Onicha",0.8,0.8,0.8,0.8,1,"june",0.407479271,"Standard 2020",0.465831417,0.53,162
"3871",387,387,"Onicha","Obubra",2023,"Onicha",0.8,0.8,0.8,0.8,2,"june",0.407479271,"Standard 2020",0.465831417,0.53,1257
"3872",387,387,"Onicha","Obubra",2026,"Onicha",0.8,0.8,0.8,0.8,3,"june",0.407479271,"Standard 2020",0.465831417,0.53,2352
"3873",387,387,"Onicha","Obubra",2029,"Onicha",0.8,0.8,0.8,0.8,4,"june",0.407479271,"Standard 2020",0.465831417,0.53,3447
"143",143,143,"Onitsha North","Uzo-Uwani",2020,"Onitsha North",0.8,0.8,0.8,0.8,1,"june",0.382531956,"PBO(2021)",0.738396974,0.65,162
"1432",143,143,"Onitsha North","Uzo-Uwani",2023,"Onitsha North",0.8,0.8,0.8,0.8,2,"june",0.382531956,"PBO(2021)",0.738396974,0.65,1257
"1434",143,143,"Onitsha North","Uzo-Uwani",2026,"Onitsha North",0.8,0.8,0.8,0.8,3,"june",0.382531956,"PBO(2021)",0.738396974,0.65,2352
"1436",143,143,"Onitsha North","Uzo-Uwani",2029,"Onitsha North",0.8,0.8,0.8,0.8,4,"june",0.382531956,"PBO(2021)",0.738396974,0.65,3447
"145",145,145,"Onitsha South","Uzo-Uwani",2020,"Onitsha South",0.8,0.8,0.8,0.8,1,"june",0.368656397,"PBO(2021)",0.736746223,0.65,162
"1452",145,145,"Onitsha South","Uzo-Uwani",2023,"Onitsha South",0.8,0.8,0.8,0.8,2,"june",0.368656397,"PBO(2021)",0.736746223,0.65,1257
"1454",145,145,"Onitsha South","Uzo-Uwani",2026,"Onitsha South",0.8,0.8,0.8,0.8,3,"june",0.368656397,"PBO(2021)",0.736746223,0.65,2352
"1456",145,145,"Onitsha South","Uzo-Uwani",2029,"Onitsha South",0.8,0.8,0.8,0.8,4,"june",0.368656397,"PBO(2021)",0.736746223,0.65,3447
"103",103,103,"Onna","Nsit Ubium",2021,"Onna",0.8,0.8,0.8,0.8,1,"june",0.191877243,"Standard 2020",0.291878138,0.53,527
"1032",103,103,"Onna","Nsit Ubium",2024,"Onna",0.8,0.8,0.8,0.8,2,"june",0.191877243,"Standard 2020",0.291878138,0.53,1622
"1034",103,103,"Onna","Nsit Ubium",2027,"Onna",0.8,0.8,0.8,0.8,3,"june",0.191877243,"Standard 2020",0.291878138,0.53,2717
"1036",103,103,"Onna","Nsit Ubium",2030,"Onna",0.8,0.8,0.8,0.8,4,"june",0.191877243,"Standard 2020",0.291878138,0.53,3812
"1269",1269,1269,"Opobo/Nkoro","Nsit Ubium",2020,"Opobo-Nkoro",0.8,0.8,0.8,0.8,1,"june",0.188571483,"PBO(2021)",0.665974784,0.65,162
"12691",1269,1269,"Opobo/Nkoro","Nsit Ubium",2023,"Opobo-Nkoro",0.8,0.8,0.8,0.8,2,"june",0.188571483,"PBO(2021)",0.665974784,0.65,1257
"12692",1269,1269,"Opobo/Nkoro","Nsit Ubium",2026,"Opobo-Nkoro",0.8,0.8,0.8,0.8,3,"june",0.188571483,"PBO(2021)",0.665974784,0.65,2352
"12693",1269,1269,"Opobo/Nkoro","Nsit Ubium",2029,"Opobo-Nkoro",0.8,0.8,0.8,0.8,4,"june",0.188571483,"PBO(2021)",0.665974784,0.65,3447
"413",413,413,"Oredo","Uzo-Uwani",2020,"Oredo",0.8,0.8,0.8,0.8,1,"june",0.382076571,"PBO(2021)",0.738346159,0.65,162
"4131",413,413,"Oredo","Uzo-Uwani",2023,"Oredo",0.8,0.8,0.8,0.8,2,"june",0.382076571,"PBO(2021)",0.738346159,0.65,1257
"4132",413,413,"Oredo","Uzo-Uwani",2026,"Oredo",0.8,0.8,0.8,0.8,3,"june",0.382076571,"PBO(2021)",0.738346159,0.65,2352
"4133",413,413,"Oredo","Uzo-Uwani",2029,"Oredo",0.8,0.8,0.8,0.8,4,"june",0.382076571,"PBO(2021)",0.738346159,0.65,3447
"1189",1189,1189,"Orelope","Oke-Ero",2020,"Orelope",0.8,0.8,0.8,0.8,1,"july",0.392367103,"Dual Al+PBO 2020",0.739443491,0.65,186
"11891",1189,1189,"Orelope","Oke-Ero",2023,"Orelope",0.8,0.8,0.8,0.8,2,"july",0.392367103,"Dual Al+PBO 2020",0.739443491,0.65,1281
"11892",1189,1189,"Orelope","Oke-Ero",2026,"Orelope",0.8,0.8,0.8,0.8,3,"july",0.392367103,"Dual Al+PBO 2020",0.739443491,0.65,2376
"11893",1189,1189,"Orelope","Oke-Ero",2029,"Orelope",0.8,0.8,0.8,0.8,4,"july",0.392367103,"Dual Al+PBO 2020",0.739443491,0.65,3471
"415",415,415,"Orhionmwon","Uzo-Uwani",2020,"Orhionmwon",0.8,0.8,0.8,0.8,1,"june",0.335936711,"PBO(2021)",0.731847739,0.65,162
"4151",415,415,"Orhionmwon","Uzo-Uwani",2023,"Orhionmwon",0.8,0.8,0.8,0.8,2,"june",0.335936711,"PBO(2021)",0.731847739,0.65,1257
"4152",415,415,"Orhionmwon","Uzo-Uwani",2026,"Orhionmwon",0.8,0.8,0.8,0.8,3,"june",0.335936711,"PBO(2021)",0.731847739,0.65,2352
"4153",415,415,"Orhionmwon","Uzo-Uwani",2029,"Orhionmwon",0.8,0.8,0.8,0.8,4,"june",0.335936711,"PBO(2021)",0.731847739,0.65,3447
"1191",1191,1191,"Ori Ire","Oke-Ero",2020,"Ori Ire",0.8,0.8,0.8,0.8,1,"july",0.343662506,"Dual Al+PBO 2020",0.733152018,0.65,186
"11911",1191,1191,"Ori Ire","Oke-Ero",2023,"Ori Ire",0.8,0.8,0.8,0.8,2,"july",0.343662506,"Dual Al+PBO 2020",0.733152018,0.65,1281
"11912",1191,1191,"Ori Ire","Oke-Ero",2026,"Ori Ire",0.8,0.8,0.8,0.8,3,"july",0.343662506,"Dual Al+PBO 2020",0.733152018,0.65,2376
"11913",1191,1191,"Ori Ire","Oke-Ero",2029,"Ori Ire",0.8,0.8,0.8,0.8,4,"july",0.343662506,"Dual Al+PBO 2020",0.733152018,0.65,3471
"1153",1153,1153,"Oriade","Oke-Ero",2020,"Oriade",0.8,0.8,0.8,0.8,1,"july",0.408517869,"PBO(2021)",0.740970008,0.65,186
"11531",1153,1153,"Oriade","Oke-Ero",2023,"Oriade",0.8,0.8,0.8,0.8,2,"july",0.408517869,"PBO(2021)",0.740970008,0.65,1281
"11532",1153,1153,"Oriade","Oke-Ero",2026,"Oriade",0.8,0.8,0.8,0.8,3,"july",0.408517869,"PBO(2021)",0.740970008,0.65,2376
"11533",1153,1153,"Oriade","Oke-Ero",2029,"Oriade",0.8,0.8,0.8,0.8,4,"july",0.408517869,"PBO(2021)",0.740970008,0.65,3471
"565",565,565,"Orlu","Oru West",2020,"Orlu",0.8,0.8,0.8,0.8,1,"june",0.36849761,"PBO(2021)",0.736726042,0.65,162
"5651",565,565,"Orlu","Oru West",2023,"Orlu",0.8,0.8,0.8,0.8,2,"june",0.36849761,"PBO(2021)",0.736726042,0.65,1257
"5652",565,565,"Orlu","Oru West",2026,"Orlu",0.8,0.8,0.8,0.8,3,"june",0.36849761,"PBO(2021)",0.736726042,0.65,2352
"5653",565,565,"Orlu","Oru West",2029,"Orlu",0.8,0.8,0.8,0.8,4,"june",0.36849761,"PBO(2021)",0.736726042,0.65,3447
"1105",1105,1105,"Orolu","Oke-Ero",2020,"Orolu",0.8,0.8,0.8,0.8,1,"july",0.499090523,"PBO(2021)",0.746511232,0.65,186
"11051",1105,1105,"Orolu","Oke-Ero",2023,"Orolu",0.8,0.8,0.8,0.8,2,"july",0.499090523,"PBO(2021)",0.746511232,0.65,1281
"11052",1105,1105,"Orolu","Oke-Ero",2026,"Orolu",0.8,0.8,0.8,0.8,3,"july",0.499090523,"PBO(2021)",0.746511232,0.65,2376
"11053",1105,1105,"Orolu","Oke-Ero",2029,"Orolu",0.8,0.8,0.8,0.8,4,"july",0.499090523,"PBO(2021)",0.746511232,0.65,3471
"1401",1401,1401,"Oron","Nsit Ubium",2021,"Oron",0.8,0.8,0.8,0.8,1,"june",0.308094501,"Standard 2020",0.384179387,0.53,527
"14011",1401,1401,"Oron","Nsit Ubium",2024,"Oron",0.8,0.8,0.8,0.8,2,"june",0.308094501,"Standard 2020",0.384179387,0.53,1622
"14012",1401,1401,"Oron","Nsit Ubium",2027,"Oron",0.8,0.8,0.8,0.8,3,"june",0.308094501,"Standard 2020",0.384179387,0.53,2717
"14013",1401,1401,"Oron","Nsit Ubium",2030,"Oron",0.8,0.8,0.8,0.8,4,"june",0.308094501,"Standard 2020",0.384179387,0.53,3812
"567",567,567,"Orsu","Oru West",2020,"Orsu",0.8,0.8,0.8,0.8,1,"june",0.258149058,"PBO(2021)",0.710527415,0.65,162
"5671",567,567,"Orsu","Oru West",2023,"Orsu",0.8,0.8,0.8,0.8,2,"june",0.258149058,"PBO(2021)",0.710527415,0.65,1257
"5672",567,567,"Orsu","Oru West",2026,"Orsu",0.8,0.8,0.8,0.8,3,"june",0.258149058,"PBO(2021)",0.710527415,0.65,2352
"5673",567,567,"Orsu","Oru West",2029,"Orsu",0.8,0.8,0.8,0.8,4,"june",0.258149058,"PBO(2021)",0.710527415,0.65,3447
"569",569,569,"Oru East","Oru West",2020,"Oru East",0.8,0.8,0.8,0.8,1,"june",0.187100101,"PBO(2021)",0.664569581,0.65,162
"5691",569,569,"Oru East","Oru West",2023,"Oru East",0.8,0.8,0.8,0.8,2,"june",0.187100101,"PBO(2021)",0.664569581,0.65,1257
"5692",569,569,"Oru East","Oru West",2026,"Oru East",0.8,0.8,0.8,0.8,3,"june",0.187100101,"PBO(2021)",0.664569581,0.65,2352
"5693",569,569,"Oru East","Oru West",2029,"Oru East",0.8,0.8,0.8,0.8,4,"june",0.187100101,"PBO(2021)",0.664569581,0.65,3447
"571",571,571,"Oru West","Oru West",2020,"Oru West",0.8,0.8,0.8,0.8,1,"june",0.176205894,"PBO(2021)",0.653359801,0.65,162
"5711",571,571,"Oru West","Oru West",2023,"Oru West",0.8,0.8,0.8,0.8,2,"june",0.176205894,"PBO(2021)",0.653359801,0.65,1257
"5712",571,571,"Oru West","Oru West",2026,"Oru West",0.8,0.8,0.8,0.8,3,"june",0.176205894,"PBO(2021)",0.653359801,0.65,2352
"5713",571,571,"Oru West","Oru West",2029,"Oru West",0.8,0.8,0.8,0.8,4,"june",0.176205894,"PBO(2021)",0.653359801,0.65,3447
"105",105,105,"Oruk Anam","Nsit Ubium",2021,"Oruk Anam",0.8,0.8,0.8,0.8,1,"june",0.312496984,"Standard 2020",0.387796568,0.53,527
"1052",105,105,"Oruk Anam","Nsit Ubium",2024,"Oruk Anam",0.8,0.8,0.8,0.8,2,"june",0.312496984,"Standard 2020",0.387796568,0.53,1622
"1054",105,105,"Oruk Anam","Nsit Ubium",2027,"Oruk Anam",0.8,0.8,0.8,0.8,3,"june",0.312496984,"Standard 2020",0.387796568,0.53,2717
"1056",105,105,"Oruk Anam","Nsit Ubium",2030,"Oruk Anam",0.8,0.8,0.8,0.8,4,"june",0.312496984,"Standard 2020",0.387796568,0.53,3812
"147",147,147,"Orumba North","Oru West",2020,"Orumba North",0.8,0.8,0.8,0.8,1,"june",0.403508225,"PBO(2021)",0.74052015,0.65,162
"1472",147,147,"Orumba North","Oru West",2023,"Orumba North",0.8,0.8,0.8,0.8,2,"june",0.403508225,"PBO(2021)",0.74052015,0.65,1257
"1474",147,147,"Orumba North","Oru West",2026,"Orumba North",0.8,0.8,0.8,0.8,3,"june",0.403508225,"PBO(2021)",0.74052015,0.65,2352
"1476",147,147,"Orumba North","Oru West",2029,"Orumba North",0.8,0.8,0.8,0.8,4,"june",0.403508225,"PBO(2021)",0.74052015,0.65,3447
"149",149,149,"Orumba South","Oru West",2020,"Orumba South",0.8,0.8,0.8,0.8,1,"june",0.438379079,"PBO(2021)",0.743276001,0.65,162
"1492",149,149,"Orumba South","Oru West",2023,"Orumba South",0.8,0.8,0.8,0.8,2,"june",0.438379079,"PBO(2021)",0.743276001,0.65,1257
"1494",149,149,"Orumba South","Oru West",2026,"Orumba South",0.8,0.8,0.8,0.8,3,"june",0.438379079,"PBO(2021)",0.743276001,0.65,2352
"1496",149,149,"Orumba South","Oru West",2029,"Orumba South",0.8,0.8,0.8,0.8,4,"june",0.438379079,"PBO(2021)",0.743276001,0.65,3447
"1095",1095,1095,"Ose","Owan East",2020,"Ose",0.8,0.8,0.8,0.8,1,"march",0.341879574,"PBO(2021)",0.732859996,0.65,70
"10951",1095,1095,"Ose","Owan East",2023,"Ose",0.8,0.8,0.8,0.8,2,"march",0.341879574,"PBO(2021)",0.732859996,0.65,1165
"10952",1095,1095,"Ose","Owan East",2026,"Ose",0.8,0.8,0.8,0.8,3,"march",0.341879574,"PBO(2021)",0.732859996,0.65,2260
"10953",1095,1095,"Ose","Owan East",2029,"Ose",0.8,0.8,0.8,0.8,4,"march",0.341879574,"PBO(2021)",0.732859996,0.65,3355
"343",343,343,"Oshimili North","Uzo-Uwani",2022,"Oshimili North",0.8,0.8,0.8,0.8,1,"june",0.34095855,"PBO(2021)",0.732707076,0.65,892
"3431",343,343,"Oshimili North","Uzo-Uwani",2025,"Oshimili North",0.8,0.8,0.8,0.8,2,"june",0.34095855,"PBO(2021)",0.732707076,0.65,1987
"3432",343,343,"Oshimili North","Uzo-Uwani",2028,"Oshimili North",0.8,0.8,0.8,0.8,3,"june",0.34095855,"PBO(2021)",0.732707076,0.65,3082
"345",345,345,"Oshimili South","Uzo-Uwani",2022,"Oshimili South",0.8,0.8,0.8,0.8,1,"june",0.3079518,"PBO(2021)",0.726148594,0.65,892
"3451",345,345,"Oshimili South","Uzo-Uwani",2025,"Oshimili South",0.8,0.8,0.8,0.8,2,"june",0.3079518,"PBO(2021)",0.726148594,0.65,1987
"3452",345,345,"Oshimili South","Uzo-Uwani",2028,"Oshimili South",0.8,0.8,0.8,0.8,3,"june",0.3079518,"PBO(2021)",0.726148594,0.65,3082
