,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,min_increase,scale_values,scenario
4063,Isiala-Ngwa North,Ngor-Okpala,0.647461936,0.647461936,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4064,Isiala-Ngwa North,Ngor-Okpala,0.724461936,0.724461936,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4065,Isiala-Ngwa North,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4066,Isiala-Ngwa North,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4067,Isiala-Ngwa North,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4068,Isiala-Ngwa North,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4069,Isiala-Ngwa North,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4070,Isiala-Ngwa North,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4071,Isiala-Ngwa South,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4072,Isiala-Ngwa South,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4073,Isiala-Ngwa South,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4074,Isiala-Ngwa South,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4075,Isiala-Ngwa South,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4076,Isiala-Ngwa South,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4077,Isiala-Ngwa South,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4078,Isiala-Ngwa South,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4079,Isiala-Ngwa South,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4080,Isiala-Ngwa South,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4081,Isiala-Ngwa South,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4082,Isin,Ngor-Okpala,0.610062111,0.610062111,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4083,Isin,Ngor-Okpala,0.687062111,0.687062111,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4084,Isin,Ngor-Okpala,0.764062111,0.764062111,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4085,Isin,Ngor-Okpala,0.8,0.8,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4086,Isin,Ngor-Okpala,0.8,0.8,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4087,Isin,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4088,Isin,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4089,Isin,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4090,Isin,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4091,Isin,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4092,Isin,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4093,Isu,Ngor-Okpala,0.577,0.577,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4094,Isu,Ngor-Okpala,0.654,0.654,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4095,Isu,Ngor-Okpala,0.731,0.731,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4096,Isu,Ngor-Okpala,0.8,0.8,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4097,Isu,Ngor-Okpala,0.8,0.8,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4098,Isu,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4099,Isu,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4100,Isu,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4101,Isu,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4102,Isu,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4103,Isu,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4104,Isuikwato,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4105,Isuikwato,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4106,Isuikwato,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4107,Isuikwato,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4108,Isuikwato,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4109,Isuikwato,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4110,Isuikwato,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4111,Isuikwato,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4112,Isuikwato,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4113,Isuikwato,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4114,Isuikwato,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4115,Itu,Ngor-Okpala,0.743666667,0.743666667,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4116,Itu,Ngor-Okpala,0.8,0.8,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4117,Itu,Ngor-Okpala,0.8,0.8,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4118,Itu,Ngor-Okpala,0.8,0.8,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4119,Itu,Ngor-Okpala,0.8,0.8,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4120,Itu,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4121,Itu,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4122,Itu,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4123,Itu,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4124,Itu,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4125,Itu,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4126,Ivo,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4127,Ivo,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4128,Ivo,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4129,Ivo,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4130,Ivo,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4131,Ivo,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4132,Ivo,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4133,Ivo,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4134,Ivo,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4135,Ivo,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4136,Ivo,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4137,Kachia,Ngor-Okpala,0.103107845,0.103107845,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4138,Kachia,Ngor-Okpala,0.180107845,0.180107845,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4139,Kachia,Ngor-Okpala,0.257107845,0.257107845,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4140,Kachia,Ngor-Okpala,0.334107845,0.334107845,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4141,Kachia,Ngor-Okpala,0.411107845,0.411107845,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4142,Kachia,Ngor-Okpala,0.488107845,0.488107845,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4143,Kachia,Ngor-Okpala,0.565107845,0.565107845,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4144,Kachia,Ngor-Okpala,0.642107845,0.642107845,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4145,Kachia,Ngor-Okpala,0.719107845,0.719107845,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4146,Kachia,Ngor-Okpala,0.796107845,0.796107845,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4147,Kachia,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4148,Mbaitoli,Ngor-Okpala,0.45471346,0.45471346,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4149,Mbaitoli,Ngor-Okpala,0.53171346,0.53171346,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4150,Mbaitoli,Ngor-Okpala,0.60871346,0.60871346,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4151,Mbaitoli,Ngor-Okpala,0.68571346,0.68571346,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4152,Mbaitoli,Ngor-Okpala,0.76271346,0.76271346,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4153,Mbaitoli,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4154,Mbaitoli,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4155,Mbaitoli,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4156,Mbaitoli,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4157,Mbaitoli,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4158,Mbaitoli,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4159,Ngor-Okpala,Ngor-Okpala,0.632555556,0.632555556,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4160,Ngor-Okpala,Ngor-Okpala,0.709555556,0.709555556,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4161,Ngor-Okpala,Ngor-Okpala,0.786555556,0.786555556,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4162,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4163,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4164,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4165,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4166,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4167,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4168,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4169,Ngor-Okpala,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4170,Njaba,Ngor-Okpala,0.8,0.8,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4171,Njaba,Ngor-Okpala,0.8,0.8,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4172,Njaba,Ngor-Okpala,0.8,0.8,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4173,Njaba,Ngor-Okpala,0.8,0.8,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4174,Njaba,Ngor-Okpala,0.8,0.8,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4175,Njaba,Ngor-Okpala,0.8,0.8,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4176,Njaba,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4177,Njaba,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4178,Njaba,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4179,Njaba,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4180,Njaba,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4181,Nkwerre,Ngor-Okpala,0.327,0.327,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4182,Nkwerre,Ngor-Okpala,0.404,0.404,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4183,Nkwerre,Ngor-Okpala,0.481,0.481,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4184,Nkwerre,Ngor-Okpala,0.558,0.558,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4185,Nkwerre,Ngor-Okpala,0.635,0.635,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4186,Nkwerre,Ngor-Okpala,0.712,0.712,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4187,Nkwerre,Ngor-Okpala,0.789,0.789,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4188,Nkwerre,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4189,Nkwerre,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4190,Nkwerre,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4191,Nkwerre,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4192,Nwangele,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4193,Nwangele,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4194,Nwangele,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4195,Nwangele,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4196,Nwangele,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4197,Nwangele,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4198,Nwangele,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4199,Nwangele,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4200,Nwangele,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4201,Nwangele,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4202,Nwangele,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4203,Obi Nwa,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4204,Obi Nwa,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4205,Obi Nwa,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4206,Obi Nwa,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4207,Obi Nwa,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4208,Obi Nwa,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4209,Obi Nwa,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4210,Obi Nwa,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4211,Obi Nwa,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4212,Obi Nwa,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4213,Obi Nwa,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4214,Obot Akara,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4215,Obot Akara,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4216,Obot Akara,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4217,Obot Akara,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4218,Obot Akara,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4219,Obot Akara,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4220,Obot Akara,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4221,Obot Akara,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4222,Obot Akara,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4223,Obot Akara,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4224,Obot Akara,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4225,Obowo,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4226,Obowo,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4227,Obowo,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4228,Obowo,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4229,Obowo,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4230,Obowo,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4231,Obowo,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4232,Obowo,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4233,Obowo,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4234,Obowo,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4235,Obowo,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4236,Odukpani,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4237,Odukpani,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4238,Odukpani,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4239,Odukpani,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4240,Odukpani,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4241,Odukpani,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
4242,Odukpani,Ngor-Okpala,0.8,0.8,0.8,2190,365,2026,-1,7,0.077,0.539,Scenario 2 (National malaria strategic plan)
4243,Odukpani,Ngor-Okpala,0.8,0.8,0.8,2555,365,2027,-1,8,0.077,0.616,Scenario 2 (National malaria strategic plan)
4244,Odukpani,Ngor-Okpala,0.8,0.8,0.8,2920,365,2028,-1,9,0.077,0.693,Scenario 2 (National malaria strategic plan)
4245,Odukpani,Ngor-Okpala,0.8,0.8,0.8,3285,365,2029,-1,10,0.077,0.77,Scenario 2 (National malaria strategic plan)
4246,Odukpani,Ngor-Okpala,0.8,0.8,0.8,3650,-1,2030,-1,11,0.077,0.847,Scenario 2 (National malaria strategic plan)
4247,Ohafia,Ngor-Okpala,0.360373403,0.360373403,0.567,0,365,2020,-1,1,0.077,0.077,Scenario 2 (National malaria strategic plan)
4248,Ohafia,Ngor-Okpala,0.437373403,0.437373403,0.644,365,365,2021,-1,2,0.077,0.154,Scenario 2 (National malaria strategic plan)
4249,Ohafia,Ngor-Okpala,0.514373403,0.514373403,0.721,730,365,2022,-1,3,0.077,0.231,Scenario 2 (National malaria strategic plan)
4250,Ohafia,Ngor-Okpala,0.591373403,0.591373403,0.798,1095,365,2023,-1,4,0.077,0.308,Scenario 2 (National malaria strategic plan)
4251,Ohafia,Ngor-Okpala,0.668373403,0.668373403,0.8,1460,365,2024,-1,5,0.077,0.385,Scenario 2 (National malaria strategic plan)
4252,Ohafia,Ngor-Okpala,0.745373403,0.745373403,0.8,1825,365,2025,-1,6,0.077,0.462,Scenario 2 (National malaria strategic plan)
