X,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,mortality,llins_plan,kill_rate,block_initial,simday
313,Ogbomosho North,Akinyele,2020,Ogbomosho North,0.8,0.8,0.8,0.8,1,may,0.277526963,Dual Al+PBO 2020,0.717660075,0.65,131
313,Ogbomosho North,Akinyele,2023,Ogbomosho North,0.8,0.8,0.8,0.8,2,may,0.277526963,Dual Al+PBO 2020,0.717660075,0.65,1226
313,Ogbomosho North,Akinyele,2026,Ogbomosho North,0.8,0.8,0.8,0.8,3,may,0.277526963,Dual Al+PBO 2020,0.717660075,0.65,2321
313,Ogbomosho North,Akinyele,2029,Ogbomosho North,0.8,0.8,0.8,0.8,4,may,0.277526963,Dual Al+PBO 2020,0.717660075,0.65,3416
333,Ogbomosho South,Akinyele,2020,Ogbomosho South,0.8,0.8,0.8,0.8,1,may,0.343621306,Dual Al+PBO 2020,0.733145329,0.65,131
333,Ogbomosho South,Akinyele,2023,Ogbomosho South,0.8,0.8,0.8,0.8,2,may,0.343621306,Dual Al+PBO 2020,0.733145329,0.65,1226
333,Ogbomosho South,Akinyele,2026,Ogbomosho South,0.8,0.8,0.8,0.8,3,may,0.343621306,Dual Al+PBO 2020,0.733145329,0.65,2321
333,Ogbomosho South,Akinyele,2029,Ogbomosho South,0.8,0.8,0.8,0.8,4,may,0.343621306,Dual Al+PBO 2020,0.733145329,0.65,3416
1181,Ogo Oluwa,Oke-Ero,2020,Ogo Oluwa,0.8,0.8,0.8,0.8,1,july,0.439422178,Dual Al+PBO 2020,0.743346299,0.65,186
1181,Ogo Oluwa,Oke-Ero,2023,Ogo Oluwa,0.8,0.8,0.8,0.8,2,july,0.439422178,Dual Al+PBO 2020,0.743346299,0.65,1281
1181,Ogo Oluwa,Oke-Ero,2026,Ogo Oluwa,0.8,0.8,0.8,0.8,3,july,0.439422178,Dual Al+PBO 2020,0.743346299,0.65,2376
1181,Ogo Oluwa,Oke-Ero,2029,Ogo Oluwa,0.8,0.8,0.8,0.8,4,july,0.439422178,Dual Al+PBO 2020,0.743346299,0.65,3471
309,Ogoja,Obubra,2021,Ogoja,0.8,0.8,0.8,0.8,1,june,0.439863497,Standard 2020,0.491849375,0.53,527
309,Ogoja,Obubra,2024,Ogoja,0.8,0.8,0.8,0.8,2,june,0.439863497,Standard 2020,0.491849375,0.53,1622
309,Ogoja,Obubra,2027,Ogoja,0.8,0.8,0.8,0.8,3,june,0.439863497,Standard 2020,0.491849375,0.53,2717
309,Ogoja,Obubra,2030,Ogoja,0.8,0.8,0.8,0.8,4,june,0.439863497,Standard 2020,0.491849375,0.53,3812
653,Ogori/Mangongo,Owan East,2020,Ogori-Mangongo,0.8,0.8,0.8,0.8,1,march,0.310733482,PBO(2021),0.726793178,0.65,70
653,Ogori/Mangongo,Owan East,2023,Ogori-Mangongo,0.8,0.8,0.8,0.8,2,march,0.310733482,PBO(2021),0.726793178,0.65,1165
653,Ogori/Mangongo,Owan East,2026,Ogori-Mangongo,0.8,0.8,0.8,0.8,3,march,0.310733482,PBO(2021),0.726793178,0.65,2260
653,Ogori/Mangongo,Owan East,2029,Ogori-Mangongo,0.8,0.8,0.8,0.8,4,march,0.310733482,PBO(2021),0.726793178,0.65,3355
1263,Ogu/Bolo,Nsit Ubium,2020,Ogu-Bolo,0.8,0.8,0.8,0.8,1,june,0.295928591,PBO(2021),0.723128951,0.65,162
1263,Ogu/Bolo,Nsit Ubium,2023,Ogu-Bolo,0.8,0.8,0.8,0.8,2,june,0.295928591,PBO(2021),0.723128951,0.65,1257
1263,Ogu/Bolo,Nsit Ubium,2026,Ogu-Bolo,0.8,0.8,0.8,0.8,3,june,0.295928591,PBO(2021),0.723128951,0.65,2352
1263,Ogu/Bolo,Nsit Ubium,2029,Ogu-Bolo,0.8,0.8,0.8,0.8,4,june,0.295928591,PBO(2021),0.723128951,0.65,3447
1055,Ogun waterside,Owan East,2021,Ogun waterside,0.8,0.8,0.8,0.8,1,march,0.440646451,PBO(2021),0.743428018,0.65,435
1055,Ogun waterside,Owan East,2024,Ogun waterside,0.8,0.8,0.8,0.8,2,march,0.440646451,PBO(2021),0.743428018,0.65,1530
1055,Ogun waterside,Owan East,2027,Ogun waterside,0.8,0.8,0.8,0.8,3,march,0.440646451,PBO(2021),0.743428018,0.65,2625
1055,Ogun waterside,Owan East,2030,Ogun waterside,0.8,0.8,0.8,0.8,4,march,0.440646451,PBO(2021),0.743428018,0.65,3720
559,Oguta,Oru West,2020,Oguta,0.8,0.8,0.8,0.8,1,june,0.21360058,PBO(2021),0.68641783,0.65,162
559,Oguta,Oru West,2023,Oguta,0.8,0.8,0.8,0.8,2,june,0.21360058,PBO(2021),0.68641783,0.65,1257
559,Oguta,Oru West,2026,Oguta,0.8,0.8,0.8,0.8,3,june,0.21360058,PBO(2021),0.68641783,0.65,2352
559,Oguta,Oru West,2029,Oguta,0.8,0.8,0.8,0.8,4,june,0.21360058,PBO(2021),0.68641783,0.65,3447
19,Ohafia,Ngor-Okpala,2020,Ohafia,0.8,0.8,0.8,0.8,1,june,0.433165676,PBO(2021),0.742915145,0.65,162
19,Ohafia,Ngor-Okpala,2023,Ohafia,0.8,0.8,0.8,0.8,2,june,0.433165676,PBO(2021),0.742915145,0.65,1257
19,Ohafia,Ngor-Okpala,2026,Ohafia,0.8,0.8,0.8,0.8,3,june,0.433165676,PBO(2021),0.742915145,0.65,2352
19,Ohafia,Ngor-Okpala,2029,Ohafia,0.8,0.8,0.8,0.8,4,june,0.433165676,PBO(2021),0.742915145,0.65,3447
561,Ohaji/Egbema,Oru West,2020,Ohaji-Egbema,0.8,0.8,0.8,0.8,1,june,0.230681852,PBO(2021),0.69720507,0.65,162
561,Ohaji/Egbema,Oru West,2023,Ohaji-Egbema,0.8,0.8,0.8,0.8,2,june,0.230681852,PBO(2021),0.69720507,0.65,1257
561,Ohaji/Egbema,Oru West,2026,Ohaji-Egbema,0.8,0.8,0.8,0.8,3,june,0.230681852,PBO(2021),0.69720507,0.65,2352
561,Ohaji/Egbema,Oru West,2029,Ohaji-Egbema,0.8,0.8,0.8,0.8,4,june,0.230681852,PBO(2021),0.69720507,0.65,3447
363,Ohaozara,Obubra,2020,Ohaozara,0.8,0.8,0.8,0.8,1,june,0.422916581,Standard 2020,0.478301408,0.53,162
363,Ohaozara,Obubra,2023,Ohaozara,0.8,0.8,0.8,0.8,2,june,0.422916581,Standard 2020,0.478301408,0.53,1257
363,Ohaozara,Obubra,2026,Ohaozara,0.8,0.8,0.8,0.8,3,june,0.422916581,Standard 2020,0.478301408,0.53,2352
363,Ohaozara,Obubra,2029,Ohaozara,0.8,0.8,0.8,0.8,4,june,0.422916581,Standard 2020,0.478301408,0.53,3447
385,Ohaukwu,Owan East,2020,Ohaukwu,0.8,0.8,0.8,0.8,1,march,0.40041459,Standard 2020,0.460090005,0.53,70
385,Ohaukwu,Owan East,2023,Ohaukwu,0.8,0.8,0.8,0.8,2,march,0.40041459,Standard 2020,0.460090005,0.53,1165
385,Ohaukwu,Owan East,2026,Ohaukwu,0.8,0.8,0.8,0.8,3,march,0.40041459,Standard 2020,0.460090005,0.53,2260
385,Ohaukwu,Owan East,2029,Ohaukwu,0.8,0.8,0.8,0.8,4,march,0.40041459,Standard 2020,0.460090005,0.53,3355
233,Ohimini,Akinyele,2020,Ohimini,0.8,0.8,0.8,0.8,1,may,0.349595567,Standard 2020,0.418374369,0.53,131
233,Ohimini,Akinyele,2023,Ohimini,0.8,0.8,0.8,0.8,2,may,0.349595567,Standard 2020,0.418374369,0.53,1226
233,Ohimini,Akinyele,2026,Ohimini,0.8,0.8,0.8,0.8,3,may,0.349595567,Standard 2020,0.418374369,0.53,2321
233,Ohimini,Akinyele,2029,Ohimini,0.8,0.8,0.8,0.8,4,may,0.349595567,Standard 2020,0.418374369,0.53,3416
477,Oji-River,Oru West,2020,Oji-River,0.8,0.8,0.8,0.8,1,june,0.407484101,PBO(2021),0.740878825,0.65,162
477,Oji-River,Oru West,2023,Oji-River,0.8,0.8,0.8,0.8,2,june,0.407484101,PBO(2021),0.740878825,0.65,1257
477,Oji-River,Oru West,2026,Oji-River,0.8,0.8,0.8,0.8,3,june,0.407484101,PBO(2021),0.740878825,0.65,2352
477,Oji-River,Oru West,2029,Oji-River,0.8,0.8,0.8,0.8,4,june,0.407484101,PBO(2021),0.740878825,0.65,3447
947,Ojo,Isoko South,2020,Ojo,0.8,0.8,0.8,0.8,1,june,0.435361631,PBO(2021),0.7430691,0.65,162
947,Ojo,Isoko South,2023,Ojo,0.8,0.8,0.8,0.8,2,june,0.435361631,PBO(2021),0.7430691,0.65,1257
947,Ojo,Isoko South,2026,Ojo,0.8,0.8,0.8,0.8,3,june,0.435361631,PBO(2021),0.7430691,0.65,2352
947,Ojo,Isoko South,2029,Ojo,0.8,0.8,0.8,0.8,4,june,0.435361631,PBO(2021),0.7430691,0.65,3447
235,Oju,Oke-Ero,2020,Oju,0.8,0.8,0.8,0.8,1,july,0.409720848,Standard 2020,0.467648858,0.53,186
235,Oju,Oke-Ero,2023,Oju,0.8,0.8,0.8,0.8,2,july,0.409720848,Standard 2020,0.467648858,0.53,1281
235,Oju,Oke-Ero,2026,Oju,0.8,0.8,0.8,0.8,3,july,0.409720848,Standard 2020,0.467648858,0.53,2376
235,Oju,Oke-Ero,2029,Oju,0.8,0.8,0.8,0.8,4,july,0.409720848,Standard 2020,0.467648858,0.53,3471
921,Oke-Ero,Oke-Ero,2020,Oke-Ero,0.8,0.8,0.8,0.8,1,july,0.328086235,NewGen(2021),0.9,0.61,186
921,Oke-Ero,Oke-Ero,2023,Oke-Ero,0.8,0.8,0.8,0.8,2,july,0.328086235,NewGen(2021),0.9,0.61,1281
921,Oke-Ero,Oke-Ero,2026,Oke-Ero,0.8,0.8,0.8,0.8,3,july,0.328086235,NewGen(2021),0.9,0.61,2376
921,Oke-Ero,Oke-Ero,2029,Oke-Ero,0.8,0.8,0.8,0.8,4,july,0.328086235,NewGen(2021),0.9,0.61,3471
891,Okehi,Owan East,2020,Okehi,0.8,0.8,0.8,0.8,1,march,0.293031638,PBO(2021),0.722340278,0.65,70
891,Okehi,Owan East,2023,Okehi,0.8,0.8,0.8,0.8,2,march,0.293031638,PBO(2021),0.722340278,0.65,1165
891,Okehi,Owan East,2026,Okehi,0.8,0.8,0.8,0.8,3,march,0.293031638,PBO(2021),0.722340278,0.65,2260
891,Okehi,Owan East,2029,Okehi,0.8,0.8,0.8,0.8,4,march,0.293031638,PBO(2021),0.722340278,0.65,3355
893,Okene,Owan East,2020,Okene,0.8,0.8,0.8,0.8,1,march,0.275677686,PBO(2021),0.717045537,0.65,70
893,Okene,Owan East,2023,Okene,0.8,0.8,0.8,0.8,2,march,0.275677686,PBO(2021),0.717045537,0.65,1165
893,Okene,Owan East,2026,Okene,0.8,0.8,0.8,0.8,3,march,0.275677686,PBO(2021),0.717045537,0.65,2260
893,Okene,Owan East,2029,Okene,0.8,0.8,0.8,0.8,4,march,0.275677686,PBO(2021),0.717045537,0.65,3355
563,Okigwe,Ngor-Okpala,2020,Okigwe,0.8,0.8,0.8,0.8,1,june,0.46132433,PBO(2021),0.744688974,0.65,162
563,Okigwe,Ngor-Okpala,2023,Okigwe,0.8,0.8,0.8,0.8,2,june,0.46132433,PBO(2021),0.744688974,0.65,1257
563,Okigwe,Ngor-Okpala,2026,Okigwe,0.8,0.8,0.8,0.8,3,june,0.46132433,PBO(2021),0.744688974,0.65,2352
563,Okigwe,Ngor-Okpala,2029,Okigwe,0.8,0.8,0.8,0.8,4,june,0.46132433,PBO(2021),0.744688974,0.65,3447
1089,Okitipupa,Owan East,2020,Okitipupa,0.8,0.8,0.8,0.8,1,march,0.400233097,PBO(2021),0.740214885,0.65,70
1089,Okitipupa,Owan East,2023,Okitipupa,0.8,0.8,0.8,0.8,2,march,0.400233097,PBO(2021),0.740214885,0.65,1165
1089,Okitipupa,Owan East,2026,Okitipupa,0.8,0.8,0.8,0.8,3,march,0.400233097,PBO(2021),0.740214885,0.65,2260
1089,Okitipupa,Owan East,2029,Okitipupa,0.8,0.8,0.8,0.8,4,march,0.400233097,PBO(2021),0.740214885,0.65,3355
101,Okobo,Nsit Ubium,2021,Okobo,0.8,0.8,0.8,0.8,1,june,0.269257198,Standard 2020,0.352520839,0.53,527
101,Okobo,Nsit Ubium,2024,Okobo,0.8,0.8,0.8,0.8,2,june,0.269257198,Standard 2020,0.352520839,0.53,1622
101,Okobo,Nsit Ubium,2027,Okobo,0.8,0.8,0.8,0.8,3,june,0.269257198,Standard 2020,0.352520839,0.53,2717
101,Okobo,Nsit Ubium,2030,Okobo,0.8,0.8,0.8,0.8,4,june,0.269257198,Standard 2020,0.352520839,0.53,3812
341,Okpe,Isoko South,2022,Okpe,0.8,0.8,0.8,0.8,1,june,0.176806986,PBO(2021),0.654016831,0.65,892
341,Okpe,Isoko South,2025,Okpe,0.8,0.8,0.8,0.8,2,june,0.176806986,PBO(2021),0.654016831,0.65,1987
341,Okpe,Isoko South,2028,Okpe,0.8,0.8,0.8,0.8,3,june,0.176806986,PBO(2021),0.654016831,0.65,3082
237,Okpokwu,Akinyele,2020,Okpokwu,0.8,0.8,0.8,0.8,1,may,0.347201019,Standard 2020,0.416399046,0.53,131
237,Okpokwu,Akinyele,2023,Okpokwu,0.8,0.8,0.8,0.8,2,may,0.347201019,Standard 2020,0.416399046,0.53,1226
237,Okpokwu,Akinyele,2026,Okpokwu,0.8,0.8,0.8,0.8,3,may,0.347201019,Standard 2020,0.416399046,0.53,2321
237,Okpokwu,Akinyele,2029,Okpokwu,0.8,0.8,0.8,0.8,4,may,0.347201019,Standard 2020,0.416399046,0.53,3416
1265,Okrika,Nsit Ubium,2020,Okrika,0.8,0.8,0.8,0.8,1,june,0.2595175,PBO(2021),0.711085056,0.65,162
1265,Okrika,Nsit Ubium,2023,Okrika,0.8,0.8,0.8,0.8,2,june,0.2595175,PBO(2021),0.711085056,0.65,1257
1265,Okrika,Nsit Ubium,2026,Okrika,0.8,0.8,0.8,0.8,3,june,0.2595175,PBO(2021),0.711085056,0.65,2352
1265,Okrika,Nsit Ubium,2029,Okrika,0.8,0.8,0.8,0.8,4,june,0.2595175,PBO(2021),0.711085056,0.65,3447
1149,Ola-oluwa,Akinyele,2020,Ola-oluwa,0.8,0.8,0.8,0.8,1,may,0.43559805,PBO(2021),0.743085504,0.65,131
1149,Ola-oluwa,Akinyele,2023,Ola-oluwa,0.8,0.8,0.8,0.8,2,may,0.43559805,PBO(2021),0.743085504,0.65,1226
1149,Ola-oluwa,Akinyele,2026,Ola-oluwa,0.8,0.8,0.8,0.8,3,may,0.43559805,PBO(2021),0.743085504,0.65,2321
1149,Ola-oluwa,Akinyele,2029,Ola-oluwa,0.8,0.8,0.8,0.8,4,may,0.43559805,PBO(2021),0.743085504,0.65,3416
895,Olamabolo,Owan East,2020,Olamabolo,0.8,0.8,0.8,0.8,1,march,0.317039805,PBO(2021),0.728185686,0.65,70
895,Olamabolo,Owan East,2023,Olamabolo,0.8,0.8,0.8,0.8,2,march,0.317039805,PBO(2021),0.728185686,0.65,1165
895,Olamabolo,Owan East,2026,Olamabolo,0.8,0.8,0.8,0.8,3,march,0.317039805,PBO(2021),0.728185686,0.65,2260
895,Olamabolo,Owan East,2029,Olamabolo,0.8,0.8,0.8,0.8,4,march,0.317039805,PBO(2021),0.728185686,0.65,3355
1151,Olorunda,Akinyele,2020,Olorunda,0.8,0.8,0.8,0.8,1,may,0.431272633,PBO(2021),0.742780083,0.65,131
1151,Olorunda,Akinyele,2023,Olorunda,0.8,0.8,0.8,0.8,2,may,0.431272633,PBO(2021),0.742780083,0.65,1226
1151,Olorunda,Akinyele,2026,Olorunda,0.8,0.8,0.8,0.8,3,may,0.431272633,PBO(2021),0.742780083,0.65,2321
1151,Olorunda,Akinyele,2029,Olorunda,0.8,0.8,0.8,0.8,4,may,0.431272633,PBO(2021),0.742780083,0.65,3416
1183,Olorunsogo,Oke-Ero,2020,Olorunsogo,0.8,0.8,0.8,0.8,1,july,0.414397427,Dual Al+PBO 2020,0.741472937,0.65,186
1183,Olorunsogo,Oke-Ero,2023,Olorunsogo,0.8,0.8,0.8,0.8,2,july,0.414397427,Dual Al+PBO 2020,0.741472937,0.65,1281
1183,Olorunsogo,Oke-Ero,2026,Olorunsogo,0.8,0.8,0.8,0.8,3,july,0.414397427,Dual Al+PBO 2020,0.741472937,0.65,2376
1183,Olorunsogo,Oke-Ero,2029,Olorunsogo,0.8,0.8,0.8,0.8,4,july,0.414397427,Dual Al+PBO 2020,0.741472937,0.65,3471
1185,Oluyole,Oke-Ero,2020,Oluyole,0.8,0.8,0.8,0.8,1,july,0.288412035,Dual Al+PBO 2020,0.721029342,0.65,186
1185,Oluyole,Oke-Ero,2023,Oluyole,0.8,0.8,0.8,0.8,2,july,0.288412035,Dual Al+PBO 2020,0.721029342,0.65,1281
1185,Oluyole,Oke-Ero,2026,Oluyole,0.8,0.8,0.8,0.8,3,july,0.288412035,Dual Al+PBO 2020,0.721029342,0.65,2376
1185,Oluyole,Oke-Ero,2029,Oluyole,0.8,0.8,0.8,0.8,4,july,0.288412035,Dual Al+PBO 2020,0.721029342,0.65,3471
897,Omala,Keana,2020,Omala,0.8,0.8,0.8,0.8,1,august,0.455368605,PBO(2021),0.74434768,0.65,223
897,Omala,Keana,2023,Omala,0.8,0.8,0.8,0.8,2,august,0.455368605,PBO(2021),0.74434768,0.65,1318
897,Omala,Keana,2026,Omala,0.8,0.8,0.8,0.8,3,august,0.455368605,PBO(2021),0.74434768,0.65,2413
897,Omala,Keana,2029,Omala,0.8,0.8,0.8,0.8,4,august,0.455368605,PBO(2021),0.74434768,0.65,3508
1267,Omumma,Ngor-Okpala,2020,Omumma,0.8,0.8,0.8,0.8,1,june,0.307313641,PBO(2021),0.725997989,0.65,162
1267,Omumma,Ngor-Okpala,2023,Omumma,0.8,0.8,0.8,0.8,2,june,0.307313641,PBO(2021),0.725997989,0.65,1257
1267,Omumma,Ngor-Okpala,2026,Omumma,0.8,0.8,0.8,0.8,3,june,0.307313641,PBO(2021),0.725997989,0.65,2352
1267,Omumma,Ngor-Okpala,2029,Omumma,0.8,0.8,0.8,0.8,4,june,0.307313641,PBO(2021),0.725997989,0.65,3447
1187,Ona-Ara,Akinyele,2020,Ona-Ara,0.8,0.8,0.8,0.8,1,may,0.28722207,Dual Al+PBO 2020,0.720680649,0.65,131
1187,Ona-Ara,Akinyele,2023,Ona-Ara,0.8,0.8,0.8,0.8,2,may,0.28722207,Dual Al+PBO 2020,0.720680649,0.65,1226
1187,Ona-Ara,Akinyele,2026,Ona-Ara,0.8,0.8,0.8,0.8,3,may,0.28722207,Dual Al+PBO 2020,0.720680649,0.65,2321
1187,Ona-Ara,Akinyele,2029,Ona-Ara,0.8,0.8,0.8,0.8,4,may,0.28722207,Dual Al+PBO 2020,0.720680649,0.65,3416
1091,Ondo East,Akinyele,2020,Ondo East,0.8,0.8,0.8,0.8,1,may,0.359070133,PBO(2021),0.735470693,0.65,131
1091,Ondo East,Akinyele,2023,Ondo East,0.8,0.8,0.8,0.8,2,may,0.359070133,PBO(2021),0.735470693,0.65,1226
1091,Ondo East,Akinyele,2026,Ondo East,0.8,0.8,0.8,0.8,3,may,0.359070133,PBO(2021),0.735470693,0.65,2321
1091,Ondo East,Akinyele,2029,Ondo East,0.8,0.8,0.8,0.8,4,may,0.359070133,PBO(2021),0.735470693,0.65,3416
1093,Ondo West,Akinyele,2020,Ondo West,0.8,0.8,0.8,0.8,1,may,0.391888362,PBO(2021),0.739394724,0.65,131
1093,Ondo West,Akinyele,2023,Ondo West,0.8,0.8,0.8,0.8,2,may,0.391888362,PBO(2021),0.739394724,0.65,1226
1093,Ondo West,Akinyele,2026,Ondo West,0.8,0.8,0.8,0.8,3,may,0.391888362,PBO(2021),0.739394724,0.65,2321
1093,Ondo West,Akinyele,2029,Ondo West,0.8,0.8,0.8,0.8,4,may,0.391888362,PBO(2021),0.739394724,0.65,3416
387,Onicha,Obubra,2020,Onicha,0.8,0.8,0.8,0.8,1,june,0.407479271,Standard 2020,0.465831417,0.53,162
387,Onicha,Obubra,2023,Onicha,0.8,0.8,0.8,0.8,2,june,0.407479271,Standard 2020,0.465831417,0.53,1257
387,Onicha,Obubra,2026,Onicha,0.8,0.8,0.8,0.8,3,june,0.407479271,Standard 2020,0.465831417,0.53,2352
387,Onicha,Obubra,2029,Onicha,0.8,0.8,0.8,0.8,4,june,0.407479271,Standard 2020,0.465831417,0.53,3447
143,Onitsha North,Uzo-Uwani,2020,Onitsha North,0.8,0.8,0.8,0.8,1,june,0.382531956,PBO(2021),0.738396974,0.65,162
143,Onitsha North,Uzo-Uwani,2023,Onitsha North,0.8,0.8,0.8,0.8,2,june,0.382531956,PBO(2021),0.738396974,0.65,1257
143,Onitsha North,Uzo-Uwani,2026,Onitsha North,0.8,0.8,0.8,0.8,3,june,0.382531956,PBO(2021),0.738396974,0.65,2352
143,Onitsha North,Uzo-Uwani,2029,Onitsha North,0.8,0.8,0.8,0.8,4,june,0.382531956,PBO(2021),0.738396974,0.65,3447
145,Onitsha South,Uzo-Uwani,2020,Onitsha South,0.8,0.8,0.8,0.8,1,june,0.368656397,PBO(2021),0.736746223,0.65,162
145,Onitsha South,Uzo-Uwani,2023,Onitsha South,0.8,0.8,0.8,0.8,2,june,0.368656397,PBO(2021),0.736746223,0.65,1257
145,Onitsha South,Uzo-Uwani,2026,Onitsha South,0.8,0.8,0.8,0.8,3,june,0.368656397,PBO(2021),0.736746223,0.65,2352
145,Onitsha South,Uzo-Uwani,2029,Onitsha South,0.8,0.8,0.8,0.8,4,june,0.368656397,PBO(2021),0.736746223,0.65,3447
103,Onna,Nsit Ubium,2021,Onna,0.8,0.8,0.8,0.8,1,june,0.191877243,Standard 2020,0.291878138,0.53,527
103,Onna,Nsit Ubium,2024,Onna,0.8,0.8,0.8,0.8,2,june,0.191877243,Standard 2020,0.291878138,0.53,1622
103,Onna,Nsit Ubium,2027,Onna,0.8,0.8,0.8,0.8,3,june,0.191877243,Standard 2020,0.291878138,0.53,2717
103,Onna,Nsit Ubium,2030,Onna,0.8,0.8,0.8,0.8,4,june,0.191877243,Standard 2020,0.291878138,0.53,3812
1269,Opobo/Nkoro,Nsit Ubium,2020,Opobo-Nkoro,0.8,0.8,0.8,0.8,1,june,0.188571483,PBO(2021),0.665974784,0.65,162
1269,Opobo/Nkoro,Nsit Ubium,2023,Opobo-Nkoro,0.8,0.8,0.8,0.8,2,june,0.188571483,PBO(2021),0.665974784,0.65,1257
1269,Opobo/Nkoro,Nsit Ubium,2026,Opobo-Nkoro,0.8,0.8,0.8,0.8,3,june,0.188571483,PBO(2021),0.665974784,0.65,2352
1269,Opobo/Nkoro,Nsit Ubium,2029,Opobo-Nkoro,0.8,0.8,0.8,0.8,4,june,0.188571483,PBO(2021),0.665974784,0.65,3447
413,Oredo,Uzo-Uwani,2020,Oredo,0.8,0.8,0.8,0.8,1,june,0.382076571,PBO(2021),0.738346159,0.65,162
413,Oredo,Uzo-Uwani,2023,Oredo,0.8,0.8,0.8,0.8,2,june,0.382076571,PBO(2021),0.738346159,0.65,1257
413,Oredo,Uzo-Uwani,2026,Oredo,0.8,0.8,0.8,0.8,3,june,0.382076571,PBO(2021),0.738346159,0.65,2352
413,Oredo,Uzo-Uwani,2029,Oredo,0.8,0.8,0.8,0.8,4,june,0.382076571,PBO(2021),0.738346159,0.65,3447
1189,Orelope,Oke-Ero,2020,Orelope,0.8,0.8,0.8,0.8,1,july,0.392367103,Dual Al+PBO 2020,0.739443491,0.65,186
1189,Orelope,Oke-Ero,2023,Orelope,0.8,0.8,0.8,0.8,2,july,0.392367103,Dual Al+PBO 2020,0.739443491,0.65,1281
1189,Orelope,Oke-Ero,2026,Orelope,0.8,0.8,0.8,0.8,3,july,0.392367103,Dual Al+PBO 2020,0.739443491,0.65,2376
1189,Orelope,Oke-Ero,2029,Orelope,0.8,0.8,0.8,0.8,4,july,0.392367103,Dual Al+PBO 2020,0.739443491,0.65,3471
415,Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.8,0.8,0.8,0.8,1,june,0.335936711,PBO(2021),0.731847739,0.65,162
415,Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.8,0.8,0.8,0.8,2,june,0.335936711,PBO(2021),0.731847739,0.65,1257
415,Orhionmwon,Uzo-Uwani,2026,Orhionmwon,0.8,0.8,0.8,0.8,3,june,0.335936711,PBO(2021),0.731847739,0.65,2352
415,Orhionmwon,Uzo-Uwani,2029,Orhionmwon,0.8,0.8,0.8,0.8,4,june,0.335936711,PBO(2021),0.731847739,0.65,3447
1191,Ori Ire,Oke-Ero,2020,Ori Ire,0.8,0.8,0.8,0.8,1,july,0.343662506,Dual Al+PBO 2020,0.733152018,0.65,186
1191,Ori Ire,Oke-Ero,2023,Ori Ire,0.8,0.8,0.8,0.8,2,july,0.343662506,Dual Al+PBO 2020,0.733152018,0.65,1281
1191,Ori Ire,Oke-Ero,2026,Ori Ire,0.8,0.8,0.8,0.8,3,july,0.343662506,Dual Al+PBO 2020,0.733152018,0.65,2376
1191,Ori Ire,Oke-Ero,2029,Ori Ire,0.8,0.8,0.8,0.8,4,july,0.343662506,Dual Al+PBO 2020,0.733152018,0.65,3471
1153,Oriade,Oke-Ero,2020,Oriade,0.8,0.8,0.8,0.8,1,july,0.408517869,PBO(2021),0.740970008,0.65,186
1153,Oriade,Oke-Ero,2023,Oriade,0.8,0.8,0.8,0.8,2,july,0.408517869,PBO(2021),0.740970008,0.65,1281
1153,Oriade,Oke-Ero,2026,Oriade,0.8,0.8,0.8,0.8,3,july,0.408517869,PBO(2021),0.740970008,0.65,2376
1153,Oriade,Oke-Ero,2029,Oriade,0.8,0.8,0.8,0.8,4,july,0.408517869,PBO(2021),0.740970008,0.65,3471
565,Orlu,Oru West,2020,Orlu,0.8,0.8,0.8,0.8,1,june,0.36849761,PBO(2021),0.736726042,0.65,162
565,Orlu,Oru West,2023,Orlu,0.8,0.8,0.8,0.8,2,june,0.36849761,PBO(2021),0.736726042,0.65,1257
565,Orlu,Oru West,2026,Orlu,0.8,0.8,0.8,0.8,3,june,0.36849761,PBO(2021),0.736726042,0.65,2352
565,Orlu,Oru West,2029,Orlu,0.8,0.8,0.8,0.8,4,june,0.36849761,PBO(2021),0.736726042,0.65,3447
1105,Orolu,Oke-Ero,2020,Orolu,0.8,0.8,0.8,0.8,1,july,0.499090523,PBO(2021),0.746511232,0.65,186
1105,Orolu,Oke-Ero,2023,Orolu,0.8,0.8,0.8,0.8,2,july,0.499090523,PBO(2021),0.746511232,0.65,1281
1105,Orolu,Oke-Ero,2026,Orolu,0.8,0.8,0.8,0.8,3,july,0.499090523,PBO(2021),0.746511232,0.65,2376
1105,Orolu,Oke-Ero,2029,Orolu,0.8,0.8,0.8,0.8,4,july,0.499090523,PBO(2021),0.746511232,0.65,3471
1401,Oron,Nsit Ubium,2021,Oron,0.8,0.8,0.8,0.8,1,june,0.308094501,Standard 2020,0.384179387,0.53,527
1401,Oron,Nsit Ubium,2024,Oron,0.8,0.8,0.8,0.8,2,june,0.308094501,Standard 2020,0.384179387,0.53,1622
1401,Oron,Nsit Ubium,2027,Oron,0.8,0.8,0.8,0.8,3,june,0.308094501,Standard 2020,0.384179387,0.53,2717
1401,Oron,Nsit Ubium,2030,Oron,0.8,0.8,0.8,0.8,4,june,0.308094501,Standard 2020,0.384179387,0.53,3812
567,Orsu,Oru West,2020,Orsu,0.8,0.8,0.8,0.8,1,june,0.258149058,PBO(2021),0.710527415,0.65,162
